"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
280,"Pins","Redpath Crescent","Ville-Marie",298264.5,5040307
281,"Pins","University","Plateau Mont-Royal",298539.69,5040923.74
282,"Dickson","800 sortie Camco","Mercier - Hochelaga - Maisonneuve",302862.16,5047273.5
283,"Atwater","René-Lévesque","Ville-Marie",298301.68,5038690.34
284,"Atwater","Sainte-Catherine","Ville-Marie",298196.06,5038825.55
285,"Atwater","Sherbrooke","Ville-Marie",297923.9,5039043.64
286,"Atwater","Maisonneuve","Ville-Marie",298095.46,5038908.55
287,"Atwater","Tupper","Ville-Marie",298250.44,5038758.61
288,"Aylmer","Maisonneuve","Ville-Marie",299277.93,5040589.07
289,"Aylmer","Président-Kennedy","Ville-Marie",299220.23,5040629.07
290,"Aylmer","Sainte-Catherine","Ville-Marie",299429.33,5040487.56
291,"Aylmer","Sherbrooke","Plateau Mont-Royal",299128.08,5040697.57
292,"Bishop","Maisonneuve","Ville-Marie",298697.56,5039722.85
293,"Bishop","Sainte-Catherine","Ville-Marie",298834.27,5039628.07
294,"Bishop","Sherbrooke","Ville-Marie",298546.64,5039825.92
295,"Bleury","Maisonneuve","Ville-Marie",299420.78,5040810.5
296,"Bleury","Président-Kennedy","Ville-Marie",299370.02,5040843.99
297,"Bleury","Sainte-Catherine","Ville-Marie",299568.73,5040710.57
298,"Bleury","Parc/Sherbrooke","Ville-Marie",299230.33,5040940.57
299,"Cathcart","University","Ville-Marie",299409.79,5040319.67
300,"Chomedey","Sherbrooke","Ville-Marie",298096.74,5039205.26
301,"Lambert-Closse","Maisonneuve","Ville-Marie",298166.96,5038997.55
302,"Lambert-Closse","Sainte-Catherine","Ville-Marie",298266.06,5038914.05
303,"Côte-des-Neiges","Guy/Sherbrooke","Ville-Marie",298412.45,5039630.04
304,"Crescent","Maisonneuve","Ville-Marie",298744.66,5039795.28
305,"Crescent","Sainte-Catherine","Ville-Marie",298883.05,5039699.05
306,"Drummond","Maisonneuve","Ville-Marie",298848.79,5039959.61
307,"Drummond","Sainte-Catherine","Ville-Marie",298995.15,5039859.58
308,"Drummond","Sherbrooke","Ville-Marie",298706.04,5040059.56
309,"Durocher","Milton","Plateau Mont-Royal",298961.13,5040924.57
310,"Durocher","Prince-Arthur","Plateau Mont-Royal",298795.07,5041035.64
311,"Durocher","Sherbrooke","Plateau Mont-Royal",299165.53,5040786.57
312,"Fort du","Maisonneuve","Ville-Marie",298327.76,5039193.55
313,"Fort du","Sainte-Catherine","Ville-Marie",298426.96,5039110.05
314,"Fort du","Tupper","Ville-Marie",298503.74,5039047.84
315,"City Councillors","Président-Kennedy","Ville-Marie",299256.23,5040681.07
316,"Guy","Maisonneuve","Ville-Marie",298591.7,5039538.79
317,"Guy","Sainte-Catherine","Ville-Marie",298716.67,5039459.58
318,"Hutchison","Milton","Plateau Mont-Royal",299002.42,5040994.57
319,"Dickson","Hochelaga","Mercier - Hochelaga - Maisonneuve",301827.81,5047774.78
320,"Hutchison","Sherbrooke","Plateau Mont-Royal",299198.43,5040863.07
321,"Beauséjour","Gouin","Ahuntsic - Cartierville",286478.9,5042815.05
322,"Jeanne-Mance","Milton","Plateau Mont-Royal",299095.12,5041146.07
323,"Jeanne-Mance","Président-Kennedy","Ville-Marie",299430.99,5040941.92
324,"Jeanne-Mance","Prince-Arthur","Plateau Mont-Royal",298938.12,5041248.57
325,"Jeanne-Mance","Sainte-Catherine","Ville-Marie",299628.43,5040808.07
326,"Jeanne-Mance","Sherbrooke","Plateau Mont-Royal",299268.56,5041048.34
327,"Léo-Pariseau","Parc","Plateau Mont-Royal",298772.39,5041247.84
328,"Mackay","Maisonneuve","Ville-Marie",298642.56,5039642.67
329,"Mackay","Sainte-Catherine","Ville-Marie",298778.45,5039548.05
330,"Maisonneuve","McGill College","Ville-Marie",299108.54,5040320.45
331,"Maisonneuve","Mansfield","Ville-Marie",299064.04,5040255.56
332,"Maisonneuve","Metcalfe","Ville-Marie",299016.65,5040187.86
333,"Maisonneuve","Montagne","Ville-Marie",298790.62,5039874.63
334,"Maisonneuve","Peel","Ville-Marie",298963.32,5040110.41
335,"Maisonneuve","Saint-Laurent","Ville-Marie",299695.43,5041187.3
336,"Maisonneuve","Saint-Marc","Ville-Marie",298414.04,5039297.87
337,"Maisonneuve","Saint-Mathieu","Ville-Marie",298505.55,5039407.55
338,"Maisonneuve","Saint-Urbain","Ville-Marie",299551.03,5041101.87
339,"Maisonneuve","Stanley","Ville-Marie",298903.94,5040035.56
340,"Maisonneuve","Union","Ville-Marie",299245.43,5040529.06
341,"Maisonneuve","University","Ville-Marie",299207.25,5040459.7
342,"Mansfield","Sainte-Catherine","Ville-Marie",299204.14,5040161.19
343,"Mansfield","Sherbrooke","Ville-Marie",298915.74,5040361.06
344,"McGill College","Sainte-Catherine","Ville-Marie",299247.32,5040224
345,"McGill College","Sherbrooke","Ville-Marie",298960.62,5040422.16
346,"Metcalfe","Sainte-Catherine","Ville-Marie",299157,5040090.61
347,"McTavish","Metcalfe/Sherbrooke","Ville-Marie",298881.04,5040309.56
348,"Milton","Parc","Plateau Mont-Royal",299043.12,5041066.07
349,"Milton","Saint-Urbain","Plateau Mont-Royal",299220.02,5041309.57
350,"Milton","University","Plateau Mont-Royal",298826.65,5040722.71
351,"Montagne","Sainte-Catherine","Ville-Marie",298936.75,5039776.56
352,"Montagne","Sherbrooke","Ville-Marie",298647.98,5039975.08
353,"Ontario / Président-Kennedy","Saint-Urbain","Ville-Marie",299530.71,5041111.4
354,"Ontario","Saint-Laurent","Ville-Marie",299583.02,5041262.57
355,"Parc","Prince-Arthur","Plateau Mont-Royal",298885.5,5041170.25
356,"Peel","Sainte-Catherine","Ville-Marie",299101.34,5040012.56
357,"Peel","Sherbrooke","Ville-Marie",298815.74,5040216.56
358,"Président-Kennedy","Union","Ville-Marie",299182.03,5040572.56
359,"Président-Kennedy","University","Ville-Marie",299138.83,5040507.56
360,"Saint-Alexandre","Sainte-Catherine","Ville-Marie",299506.23,5040608.07
361,"Sainte-Catherine","Saint-Laurent","Ville-Marie",299813.12,5041107.57
362,"Sainte-Catherine","Saint-Marc","Ville-Marie",298513.56,5039213.55
363,"Sainte-Catherine","Saint-Mathieu","Ville-Marie",298605.25,5039325.05
364,"Sainte-Catherine","Saint-Urbain","Ville-Marie",299735.68,5040981.17
365,"Sainte-Catherine","Stanley","Ville-Marie",299048.4,5039935.57
366,"Sainte-Catherine","Union","Ville-Marie",299390.28,5040430.33
367,"Sainte-Catherine","University","Ville-Marie",299344.84,5040364.06
368,"Saint-Laurent","Sherbrooke","Plateau Mont-Royal",299374.82,5041400.07
369,"Saint-Marc","Sherbrooke","Ville-Marie",298275.05,5039413.05
370,"Saint-Mathieu","Sherbrooke","Ville-Marie",298353.53,5039536.88
371,"Saint-Urbain","Sherbrooke","Plateau Mont-Royal",299327.19,5041245.92
372,"Sherbrooke","Simpson","Ville-Marie",298460.18,5039702.14
373,"Sherbrooke","Stanley","Ville-Marie",298760.64,5040136.06
374,"Sherbrooke","University","Plateau Mont-Royal",299057.68,5040563.95
375,"Jeanne-Mance","Léo-Pariseau","Plateau Mont-Royal",298819.95,5041327.34
376,"Beaver Hall","La Gauchetière","Ville-Marie",299783.67,5040258.47
377,"Beaver Hall","Viger","Ville-Marie",299865.55,5040226.04
378,"Belmont","University","Ville-Marie",299634.49,5040147.5
379,"Cathédrale","La Gauchetière","Ville-Marie",299539.95,5039804.78
380,"Cathédrale","Saint-Antoine","Ville-Marie",299640.59,5039735.51
381,"Cathédrale","Saint-Jacques","Ville-Marie",299744.1,5039665.26
382,"Duke","Wellington","Ville-Marie",300450.15,5039596.56
383,"Inspecteur","Notre-Dame","Sud-Ouest",299951.48,5039689.19
384,"La Gauchetière","Mansfield","Ville-Marie",299588.69,5039897.01
385,"La Gauchetière","Peel","Ville-Marie",299437.89,5039763.59
386,"La Gauchetière","University","Ville-Marie",299700.88,5040099.78
387,"Lucien-L'Allier","Saint-Antoine","Ville-Marie",299320.34,5039375.93
388,"Mansfield","Saint-Antoine","Ville-Marie",299708.95,5039812.56
389,"Mansfield","Saint-Jacques","Ville-Marie",299802.63,5039748.95
390,"McGill","Notre-Dame","Ville-Marie",300145.21,5040121.58
391,"Saint-Antoine","Square Victoria Est","Ville-Marie",299983.72,5040202.5
392,"Saint-Jacques","Square Victoria Est","Ville-Marie",300083.41,5040151.29
393,"McGill","Saint-Maurice","Ville-Marie",300239.88,5040075.5
394,"McGill","Saint-Paul","Ville-Marie",300332.44,5040030.56
395,"McGill","Wellington","Ville-Marie",300510.13,5039943.97
396,"Montagne","Saint-Antoine","Ville-Marie",299397.05,5039462.84
397,"Montagne","Saint-Jacques","Ville-Marie",299540.21,5039363.43
398,"Nazareth","Wellington","Sud-Ouest",300442.43,5039522.5
399,"Notre-Dame","Peel","Ville-Marie",299877.17,5039501.3
400,"Notre-Dame","University","Ville-Marie",300002.66,5039823.5
401,"Ottawa","Peel","Sud-Ouest",300157.55,5039346.56
402,"Peel","Saint-Antoine","Ville-Marie",299579.11,5039666.01
403,"Peel","Saint-Jacques","Ville-Marie",299691.05,5039588.06
404,"Peel","Wellington","Sud-Ouest",300311.16,5039266.06
405,"Peel","William","Sud-Ouest",300004.65,5039428.56
406,"Saint-Antoine","University","Ville-Marie",299840.57,5039968.49
407,"Saint-Jacques","University","Ville-Marie",299907.42,5039905.83
408,"Gouin","9165 Ouest","Ahuntsic - Cartierville",285550.72,5041728
409,"University","Viger","Ville-Marie",299763.44,5040047.41
410,"Beaver Hall","René-Lévesque","Ville-Marie",299611.22,5040350.17
411,"Bleury","René-Lévesque","Ville-Marie",299744.41,5040592.29
412,"Cathédrale","Metcalfe/René-Lévesque","Ville-Marie",299352.9,5039943.78
413,"Crescent","Lucien-L'Allier/René-Lévesque","Ville-Marie",299087.3,5039546.42
414,"Drummond","René-Lévesque","Ville-Marie",299202.29,5039717.1
415,"Fort du","René-Lévesque","Ville-Marie",298654.39,5038922.06
416,"Guy","René-Lévesque","Ville-Marie",298935.61,5039323.89
417,"Jeanne-Mance","René-Lévesque","Ville-Marie",299803.12,5040695.92
418,"Mackay","René-Lévesque","Ville-Marie",298990.66,5039403.05
419,"Mansfield","René-Lévesque","Ville-Marie",299405.54,5040022.57
420,"Montagne","René-Lévesque","Ville-Marie",299146.84,5039632.9
421,"Peel","René-Lévesque","Ville-Marie",299303.86,5039870.68
422,"René-Lévesque","Saint-Alexandre","Ville-Marie",299683.98,5040485.32
423,"René-Lévesque","Saint-Marc","Ville-Marie",298738.77,5039029.59
424,"René-Lévesque","Saint-Mathieu","Ville-Marie",298818.47,5039150.45
425,"René-Lévesque","Stanley","Ville-Marie",299254.53,5039794.77
426,"René-Lévesque","Sussex/Lambert-Closse","Ville-Marie",298487.99,5038795.92
427,"René-Lévesque","Union","Ville-Marie",299581.66,5040290.73
428,"René-Lévesque","University","Ville-Marie",299537.09,5040221.11
429,"Amherst","René-Lévesque","Ville-Marie",300516.77,5041837.01
430,"Amherst","Saint-Antoine","Ville-Marie",300761.21,5041677.08
431,"Amherst","Viger","Ville-Marie",300707.31,5041713.58
432,"Berri","René-Lévesque","Ville-Marie",300315.22,5041520.81
433,"Berri","Saint-Antoine","Ville-Marie",300598.62,5041359.08
434,"Berri","Viger","Ville-Marie",300502.89,5041400.32
435,"Bleury","La Gauchetière","Ville-Marie",299900.13,5040485.91
436,"Jean-Paul-Riopel pl.","Saint-Antoine / Saint-Pierre","Ville-Marie",300079.22,5040365.5
437,"Bleury / Jean-Paul-Riopel","Viger","Ville-Marie",299973.88,5040435.74
438,"Bonsecours","Notre-Dame","Ville-Marie",300696.78,5041135.86
439,"Hôtel-de-Ville","René-Lévesque","Ville-Marie",300110.9,5041202.38
440,"Panet","René-Lévesque","Ville-Marie",300716.01,5042092.95
441,"René-Lévesque","Saint-Denis","Ville-Marie",300251.84,5041421.57
442,"René-Lévesque","Saint-Hubert","Ville-Marie",300374.69,5041612.41
443,"René-Lévesque","Saint-Laurent","Ville-Marie",299988.14,5040991.82
444,"René-Lévesque","Saint-Urbain","Ville-Marie",299911.31,5040867.03
445,"René-Lévesque","Sanguinet","Ville-Marie",300183.96,5041315.5
446,"René-Lévesque","Visitation","Ville-Marie",300668.94,5042019.44
447,"Jeanne-Mance","Viger","Ville-Marie",300024.53,5040548.57
448,"La Gauchetière","Saint-Denis","Ville-Marie",300348.09,5041359.19
449,"La Gauchetière","Saint-Hubert","Ville-Marie",300473.22,5041547.58
450,"La Gauchetière","Saint-Laurent","Ville-Marie",300114.63,5040911.07
451,"La Gauchetière","Sanguinet","Ville-Marie",300286.52,5041248.5
452,"Jacques-Cartier (pl)","Notre-Dame","Ville-Marie",300579.3,5040926.41
453,"Notre-Dame","Saint-François-Xavier","Ville-Marie",300312.64,5040442.99
454,"Notre-Dame","Saint-Laurent","Ville-Marie",300453.63,5040699.07
455,"Notre-Dame","Saint-Pierre","Ville-Marie",300222.04,5040268.57
456,"Bonsecours","Saint-Antoine/Saint-Denis","Ville-Marie",300547.62,5041231.08
457,"Saint-Antoine","Saint-Hubert","Ville-Marie",300636.34,5041455.12
458,"13 e Avenue","Beaubien","Rosemont - Petite-Patrie",298154.64,5046277.21
459,"Saint-Denis","Viger","Ville-Marie",300440.76,5041300.13
460,"Saint-Antoine","Saint-Laurent","Ville-Marie",300325.78,5040773.93
461,"Place d'Armes / Saint-Urbain","Saint-Antoine","Ville-Marie",300246.66,5040644.5
462,"Saint-François-Xavier","Saint-Jacques","Ville-Marie",300251.97,5040480.23
463,"Saint-Hubert","Viger","Ville-Marie",300560.12,5041490.58
464,"Saint-Jacques","Saint-Laurent","Ville-Marie",300395.48,5040731.29
465,"Saint-Jacques","Saint-Pierre","Ville-Marie",300164.54,5040309.07
466,"Saint-Laurent","Viger","Ville-Marie",300213.21,5040846.06
467,"Saint-Urbain","Viger","Ville-Marie",300127.83,5040723.07
468,"Sanguinet","Viger","Ville-Marie",300375.33,5041192.52
469,"Hochelaga","Lacordaire","Mercier - Hochelaga - Maisonneuve",301890.51,5047911.61
470,"Jarry","Joseph-Guibord","Villeray - Saint-Michel - Parc-Extension",296374.66,5047304.06
471,"Amherst","Maisonneuve","Ville-Marie",300226.34,5042024.9
472,"Amherst","Ontario","Ville-Marie",299881.91,5042251.08
473,"Amherst","Robin","Ville-Marie",300052.41,5042137.58
474,"Amherst","Sainte-Catherine","Ville-Marie",300341.25,5041950.29
475,"Amherst","Sherbrooke","Ville-Marie",299678.3,5042385.09
476,"Beaudry","Ontario","Ville-Marie",299946.6,5042404.09
477,"Berri","Cherrier","Plateau Mont-Royal",299390.15,5042131.29
478,"Berri","Maisonneuve","Ville-Marie",300026.31,5041712.58
479,"Berri","Ontario","Ville-Marie",299738.21,5041903.58
480,"Berri","Roy","Plateau Mont-Royal",299202.15,5042259.09
481,"Berri","Sainte-Catherine","Ville-Marie",300138.01,5041637.58
482,"Berri","Sherbrooke","Plateau Mont-Royal",299567.69,5042011.25
483,"Cherrier / Montcalm","Sherbrooke","Plateau Mont-Royal",299662.25,5042518.52
484,"Cherrier","Parc-La Fontaine","Plateau Mont-Royal",299596.74,5042446.51
485,"Cherrier","Saint-Denis","Plateau Mont-Royal",299314,5042031.74
486,"Cherrier","Saint-Hubert","Plateau Mont-Royal",299448.21,5042217.08
487,"Hôtel-de-Ville","Ontario","Ville-Marie",299638.11,5041506.08
488,"Hôtel-de-Ville","Sainte-Catherine","Ville-Marie",299939.92,5041312.57
489,"Hôtel-de-Ville","Sherbrooke","Ville-Marie",299447.21,5041629.58
490,"Hôtel-de-Ville","Pins","Plateau Mont-Royal",299054.01,5041887.08
491,"Maisonneuve","250 Est","Ville-Marie",299824.03,5041388.5
492,"Maisonneuve","Saint-André","Ville-Marie",300149.76,5041903.01
493,"Maisonneuve","Saint-Denis","Ville-Marie",299962.84,5041609.76
494,"Maisonneuve","Saint-Hubert","Ville-Marie",300085.12,5041800.03
495,"Maisonneuve","Sanguinet","Ville-Marie",299896.9,5041504.21
496,"Ontario","Saint-André","Ville-Marie",299824.71,5042111.08
497,"Ontario","Saint-Denis","Ville-Marie",299702.81,5041778.58
498,"Ontario","Saint-Hubert","Ville-Marie",299777.31,5041999.58
499,"Ontario","Sanguinet","Ville-Marie",299673.01,5041649.58
500,"Pins","Saint-Denis","Plateau Mont-Royal",299192.62,5042110.46
501,"Rigaud","Saint-Denis","Plateau Mont-Royal",299433.2,5041952.5
502,"Roy","Saint-Denis","Plateau Mont-Royal",299128.61,5042150.08
503,"Roy","Saint-Hubert","Plateau Mont-Royal",299255.21,5042343.08
504,"Saint-André","Sainte-Catherine","Ville-Marie",300260.71,5041828.58
505,"Saint-André","Sherbrooke","Plateau Mont-Royal",299634.26,5042224.33
506,"Saint-Denis","Sainte-Catherine","Ville-Marie",300076.03,5041536.04
507,"Sainte-Catherine","Saint-Hubert","Ville-Marie",300195.81,5041728.08
508,"Sainte-Catherine","Sanguinet","Ville-Marie",300010.36,5041428.4
509,"Sainte-Catherine","Visitation","Ville-Marie",300466.91,5042151.09
510,"Saint-Denis","Sherbrooke","Ville-Marie",299529.41,5041890.08
511,"Saint-Hubert","Sherbrooke","Plateau Mont-Royal",299600.11,5042117.33
512,"Sanguinet","Sherbrooke","Ville-Marie",299491.21,5041769.08
513,"Jean-Talon","3835 Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293611.94,5040488
514,"Beaubien","Parc","Rosemont - Petite-Patrie",295987.1,5043005.24
515,"Beaumont","Parc","Villeray - Saint-Michel - Parc-Extension",295590.3,5043258.5
516,"Bernard","Esplanade","Plateau Mont-Royal",296646.67,5042786.89
517,"Bernard","Parc","Plateau Mont-Royal",296557.53,5042643.53
518,"Bernard","Saint-Laurent","Plateau Mont-Royal",296812.86,5043053.83
519,"Bernard","Saint-Urbain","Plateau Mont-Royal",296733.4,5042920.6
520,"Bullion","Saint-Joseph","Plateau Mont-Royal",297771.61,5042670.12
521,"Camillien-Houde","Mont-Royal côté est","Ville-Marie",297709.47,5041674.89
522,"Coloniale","Pins","Plateau Mont-Royal",298994.31,5041785.08
523,"Côte-Sainte-Catherine","Mont-Royal","Ville-Marie",297747.9,5041766.19
524,"Côte-Sainte-Catherine","Parc","Ville-Marie",297901.93,5041813.44
525,"Duluth","Saint-Laurent","Plateau Mont-Royal",298597.71,5041897.08
526,"Duluth","Saint-Urbain","Plateau Mont-Royal",298511.91,5041763.58
527,"Fairmount","Parc","Plateau Mont-Royal",297176.04,5042282.41
528,"Fairmount","Saint-Laurent","Plateau Mont-Royal",297410.91,5042666.58
529,"Fairmount","Saint-Urbain","Plateau Mont-Royal",297331.95,5042533.35
530,"Gaspé","Laurier","Plateau Mont-Royal",297673.91,5042772.08
531,"Hôtel-de-Ville","Rachel","Plateau Mont-Royal",298550.78,5042214.9
532,"Jeanne-Mance","Saint-Joseph","Plateau Mont-Royal",297476.55,5042205.26
533,"Laurier","Parc","Plateau Mont-Royal",297315.21,5042193.57
534,"Laurier","Saint-Laurent","Plateau Mont-Royal",297552.81,5042574.08
535,"Laurier","Saint-Urbain","Plateau Mont-Royal",297466.94,5042443.1
536,"Marie-Anne","Saint-Laurent","Plateau Mont-Royal",298233.91,5042129.58
537,"Marie-Anne","Saint-Urbain","Plateau Mont-Royal",298147.07,5041998.82
538,"Mont-Royal","Parc","Plateau Mont-Royal",297821.71,5041875.57
539,"Mont-Royal","Saint-Laurent","Plateau Mont-Royal",298051.76,5042246.26
540,"Mont-Royal","Saint-Urbain","Plateau Mont-Royal",297967.41,5042113.08
541,"Sherbrooke","Parc Pointe-aux-Prairies","Rivières-des-Prairies - Pointe-aux-Trembles",304761.84,5060287.5
542,"Parc","Saint-Joseph","Plateau Mont-Royal",297426.05,5042123.73
543,"Parc","Saint-Viateur","Plateau Mont-Royal",296815.11,5042481.57
544,"Parc","Van Horne","Plateau Mont-Royal",296190.97,5042876.5
545,"Parc","Villeneuve","Plateau Mont-Royal",297579.91,5042027.57
546,"Pins","Saint-Laurent","Plateau Mont-Royal",298931.61,5041683.08
547,"Pins","Saint-Urbain","Plateau Mont-Royal",298850.72,5041546.07
548,"Prince-Arthur","Saint-Laurent","Plateau Mont-Royal",299130.16,5041554.82
549,"Prince-Arthur","Saint-Urbain","Plateau Mont-Royal",299047.52,5041419.07
550,"Rachel","Saint-Laurent","Plateau Mont-Royal",298416.91,5042014.08
551,"Rachel","Saint-Urbain","Plateau Mont-Royal",298330.75,5041882.26
552,"Saint-Cuthbert","Saint-Urbain","Plateau Mont-Royal",298683.22,5041651.95
553,"Saint-Joseph","Saint-Laurent","Plateau Mont-Royal",297663.25,5042499.29
554,"Saint-Joseph","Saint-Urbain","Plateau Mont-Royal",297580.27,5042366.39
555,"Saint-Laurent","Saint-Viateur","Plateau Mont-Royal",297074.38,5042882.04
556,"Saint-Laurent","Villeneuve","Plateau Mont-Royal",297820.81,5042397.08
557,"Saint-Urbain","3650","Plateau Mont-Royal",298947.94,5041483
558,"Saint-Urbain","Saint-Viateur","Plateau Mont-Royal",296990.01,5042750.58
559,"Saint-Urbain","Villeneuve","Plateau Mont-Royal",297733.71,5042264.58
560,"Van Horne","Waverly","Plateau Mont-Royal",296365.62,5043064.96
561,"Berri","Saint-Joseph","Plateau Mont-Royal",298015.65,5043056.93
562,"Bienville","Saint-Denis","Plateau Mont-Royal",298181.4,5042765.58
563,"Boucher","Saint-Denis","Plateau Mont-Royal",297634.18,5043122.83
564,"Boucher","Saint-Hubert","Plateau Mont-Royal",297763.2,5043341.59
565,"Brébeuf","Laurier","Plateau Mont-Royal",298179.82,5043613.67
566,"Brébeuf","Saint-Joseph","Plateau Mont-Royal",298321.63,5043519.19
567,"Carmel","Saint-Denis","Plateau Mont-Royal",297466.6,5043228.65
568,"Christophe-Colomb","Gilford","Plateau Mont-Royal",298342.8,5043299.59
569,"Christophe-Colomb","Marie-Anne","Plateau Mont-Royal",298796.24,5043006.98
570,"Christophe-Colomb","Mont-Royal","Plateau Mont-Royal",298613.2,5043124.09
571,"Christophe-Colomb","Parc-La Fontaine / Rachel","Plateau Mont-Royal",298992.63,5042863.15
572,"Christophe-Colomb","Saint-Joseph","Plateau Mont-Royal",298225.91,5043374.07
573,"Duluth","Parc-La Fontaine","Plateau Mont-Royal",299146.83,5042741.59
574,"Duluth","Saint-Denis","Plateau Mont-Royal",298872.76,5042316.41
575,"Duluth","Saint-Hubert","Plateau Mont-Royal",298995.9,5042510.08
